省(市、区),市（州）,县（市、区）,乡镇(街道),村
浙江省,绍兴市,诸暨市,暨阳街道,浦阳新村
浙江省,绍兴市,诸暨市,暨阳街道,邱村
浙江省,绍兴市,诸暨市,江藻镇,江藻村
浙江省,绍兴市,诸暨市,牌头镇,牌上村
浙江省,绍兴市,诸暨市,牌头镇,牌头村
浙江省,绍兴市,诸暨市,牌头镇,牌一村
浙江省,绍兴市,诸暨市,阮市镇,阮家埠村
浙江省,绍兴市,诸暨市,阮市镇,杨梅桥村
浙江省,绍兴市,诸暨市,山下湖镇,赐绯庙村
浙江省,绍兴市,诸暨市,山下湖镇,山下湖村
浙江省,绍兴市,诸暨市,山下湖镇,西杨龙村
浙江省,绍兴市,诸暨市,陶朱街道,三都村
浙江省,绍兴市,诸暨市,王家井镇,淀荡畈村
浙江省,绍兴市,诸暨市,赵家镇,赵家新村
浙江省,绍兴市,诸暨市,直埠镇,直埠村
浙江省,台州市,黄岩区,北城街道,后庄村
浙江省,台州市,黄岩区,南城街道,十里铺村
浙江省,台州市,黄岩区,沙埠镇,唐山王村
浙江省,台州市,黄岩区,新前街道,前洋村
浙江省,台州市,椒江区,洪家街道,后高桥村
浙江省,台州市,椒江区,洪家街道,上洋桥村
浙江省,台州市,椒江区,洪家街道,兆桥村
浙江省,台州市,椒江区,三甲街道,石柱村
浙江省,台州市,椒江区,章安街道,建设村
浙江省,台州市,临海市,杜桥镇,富沈村
浙江省,台州市,临海市,杜桥镇,市场村
浙江省,台州市,临海市,杜桥镇,松中村
浙江省,台州市,临海市,杜桥镇,下八年村
浙江省,台州市,临海市,桃渚镇,四岔村
浙江省,台州市,路桥区,峰江街道,施家村
浙江省,台州市,路桥区,金清镇,卷桥村
浙江省,台州市,路桥区,金清镇,下梁村
浙江省,台州市,路桥区,螺洋街道,南山村
浙江省,台州市,三门县,海游街道,城北村
浙江省,台州市,三门县,海游街道,湘山村
浙江省,台州市,三门县,珠岙镇,东谢村
浙江省,台州市,三门县,珠岙镇,下界溪村
浙江省,台州市,天台县,白鹤镇,澄村
浙江省,台州市,天台县,白鹤镇,鹤栖新村
浙江省,台州市,天台县,白鹤镇,上联新村
浙江省,台州市,天台县,白鹤镇,石板路村
浙江省,台州市,天台县,白鹤镇,左溪村
浙江省,台州市,天台县,福溪街道,下王邱村
浙江省,台州市,天台县,三合镇,大横金村
浙江省,台州市,天台县,三合镇,下坊村
浙江省,台州市,天台县,三合镇,洋头村
浙江省,台州市,天台县,始丰街道,西演茅村
浙江省,台州市,天台县,坦头镇,东陈村
浙江省,台州市,天台县,坦头镇,东横下宅村
浙江省,台州市,天台县,坦头镇,湖岸村
浙江省,台州市,天台县,坦头镇,黄务洋村
浙江省,台州市,天台县,坦头镇,牌门村
浙江省,台州市,天台县,坦头镇,瓶窑村
浙江省,台州市,天台县,坦头镇,坦头村
浙江省,台州市,天台县,坦头镇,五百村
浙江省,台州市,天台县,坦头镇,伍佰村
浙江省,台州市,天台县,坦头镇,溪南村
浙江省,台州市,天台县,坦头镇,下李村
浙江省,台州市,天台县,坦头镇,岩下村
浙江省,台州市,天台县,坦头镇,鱼山村
浙江省,台州市,天台县,坦头镇,长崔村
浙江省,台州市,温岭市,城北街道,沧浦村
浙江省,台州市,温岭市,城北街道,东普村
浙江省,台州市,温岭市,城北街道,芳田村
浙江省,台州市,温岭市,城北街道,后陈村
浙江省,台州市,温岭市,城北街道,花桥村
浙江省,台州市,温岭市,城北街道,九份村
浙江省,台州市,温岭市,城北街道,琅岙村
浙江省,台州市,温岭市,城北街道,六份村
浙江省,台州市,温岭市,城北街道,麻车村
浙江省,台州市,温岭市,城北街道,南山闸村
浙江省,台州市,温岭市,城北街道,石粘村
浙江省,台州市,温岭市,城北街道,杨家渭村
浙江省,台州市,温岭市,城东街道,汇头王村
浙江省,台州市,温岭市,城东街道,楼山村
浙江省,台州市,温岭市,城东街道,山南前村
浙江省,台州市,温岭市,城东街道,洋河村
浙江省,台州市,温岭市,大溪镇,利岙村
浙江省,台州市,温岭市,大溪镇,麻车屿村
浙江省,台州市,温岭市,大溪镇,潘郎村
浙江省,台州市,温岭市,大溪镇,山市村
浙江省,台州市,温岭市,大溪镇,田洋季村
浙江省,台州市,温岭市,大溪镇,下洋张村
浙江省,台州市,温岭市,横峰街道,东塘村
浙江省,台州市,温岭市,横峰街道,东洋村
浙江省,台州市,温岭市,横峰街道,汇川王村
浙江省,台州市,温岭市,横峰街道,七份岸村
浙江省,台州市,温岭市,横峰街道,前陈村
浙江省,台州市,温岭市,横峰街道,石埭村
浙江省,台州市,温岭市,横峰街道,西洋村
浙江省,台州市,温岭市,横峰街道,下洋林村
浙江省,台州市,温岭市,横峰街道,祝家洋村
浙江省,台州市,温岭市,横峰街道,祝洋村
浙江省,台州市,温岭市,新河镇,长屿村
浙江省,台州市,温岭市,泽国镇,八份村
浙江省,台州市,温岭市,泽国镇,茶屿村
浙江省,台州市,温岭市,泽国镇,埭头蔡村
浙江省,台州市,温岭市,泽国镇,高坦村
浙江省,台州市,温岭市,泽国镇,光明村
浙江省,台州市,温岭市,泽国镇,横泾村
浙江省,台州市,温岭市,泽国镇,横径村
浙江省,台州市,温岭市,泽国镇,洪家村
浙江省,台州市,温岭市,泽国镇,夹屿村
浙江省,台州市,温岭市,泽国镇,金施村
浙江省,台州市,温岭市,泽国镇,联树村
浙江省,台州市,温岭市,泽国镇,楼下张村
浙江省,台州市,温岭市,泽国镇,马家村
浙江省,台州市,温岭市,泽国镇,牧南村
浙江省,台州市,温岭市,泽国镇,牧西村
浙江省,台州市,温岭市,泽国镇,牧屿村
浙江省,台州市,温岭市,泽国镇,沈桥村
浙江省,台州市,温岭市,泽国镇,双峰村
浙江省,台州市,温岭市,泽国镇,五里泾村
浙江省,台州市,温岭市,泽国镇,樟皇村
浙江省,台州市,温岭市,泽国镇,长大村
浙江省,台州市,仙居县,下各镇,湖其园村
浙江省,台州市,仙居县,下各镇,黄梁陈村
浙江省,台州市,仙居县,下各镇,路南村
浙江省,台州市,仙居县,下各镇,西垟村
浙江省,台州市,玉环县,楚门镇,胡新村
浙江省,台州市,玉环县,楚门镇,吴家村
浙江省,台州市,玉环县,芦浦镇,漩门村
浙江省,温州市,苍南县,灵溪镇,坝头村
浙江省,温州市,苍南县,灵溪镇,百丈村
浙江省,温州市,苍南县,灵溪镇,东仓村
浙江省,温州市,苍南县,灵溪镇,宫后陈村
浙江省,温州市,苍南县,灵溪镇,上江村
浙江省,温州市,苍南县,灵溪镇,双益村
浙江省,温州市,苍南县,龙港镇,芦浦村
浙江省,温州市,苍南县,龙港镇,下埠村
浙江省,温州市,苍南县,马站镇,霞关村
浙江省,温州市,苍南县,宜山镇,芙蓉村
浙江省,温州市,乐清市,北白象镇,白鹭屿村
浙江省,温州市,乐清市,北白象镇,三房村
浙江省,温州市,乐清市,虹桥镇,溪西村
浙江省,温州市,乐清市,柳市镇,朝阳村
浙江省,温州市,乐清市,柳市镇,店后村
浙江省,温州市,乐清市,柳市镇,东村
浙江省,温州市,乐清市,柳市镇,方斗岩村
浙江省,温州市,乐清市,柳市镇,后街村
浙江省,温州市,乐清市,柳市镇,黄七甲村
浙江省,温州市,乐清市,柳市镇,前西村
浙江省,温州市,乐清市,柳市镇,前西垟村
浙江省,温州市,乐清市,柳市镇,上池村
浙江省,温州市,乐清市,柳市镇,上五宅村
浙江省,温州市,乐清市,柳市镇,苏吕村
浙江省,温州市,乐清市,柳市镇,新光村
浙江省,温州市,乐清市,柳市镇,新民村
浙江省,温州市,乐清市,柳市镇,长春村
浙江省,温州市,乐清市,柳市镇,长虹村
浙江省,温州市,乐清市,柳市镇,智广村
浙江省,温州市,乐清市,清江镇,南塘村
浙江省,温州市,乐清市,石帆街道,朴湖二村
浙江省,温州市,乐清市,翁垟街道,沙头村
浙江省,温州市,乐清市,雁荡镇,白溪街村
浙江省,温州市,龙湾区,状元街道,西台村
浙江省,温州市,鹿城区,双屿街道,前陈村
浙江省,温州市,鹿城区,双屿街道,双岙村
浙江省,温州市,鹿城区,双屿街道,屿头村
浙江省,温州市,鹿城区,藤桥镇,潮济村
浙江省,温州市,鹿城区,藤桥镇,樟村
浙江省,温州市,瓯海区,郭溪街道,曹埭村
浙江省,温州市,瓯海区,郭溪街道,凰桥村
浙江省,温州市,瓯海区,郭溪街道,梅屿村
浙江省,温州市,瓯海区,郭溪街道,梅园村
浙江省,温州市,瓯海区,郭溪街道,浦北村
浙江省,温州市,瓯海区,郭溪街道,任桥村
浙江省,温州市,瓯海区,郭溪街道,宋岙底村
浙江省,温州市,瓯海区,郭溪街道,塘下村
浙江省,温州市,瓯海区,娄桥街道,上汇村
浙江省,温州市,瓯海区,潘桥街道,陈庄村
浙江省,温州市,瓯海区,潘桥街道,丁岙村
浙江省,温州市,瓯海区,潘桥街道,横塘村
浙江省,温州市,瓯海区,潘桥街道,仙门村
浙江省,温州市,瓯海区,仙岩街道,沈岙村
浙江省,温州市,瓯海区,仙岩街道,穗丰村
浙江省,温州市,瓯海区,泽雅镇,戈恬村
浙江省,温州市,平阳县,鳌江镇,钱仓村
浙江省,温州市,平阳县,昆阳镇,临区村
浙江省,温州市,平阳县,腾蛟镇,凤巢村
浙江省,温州市,平阳县,万全镇,宋埠村
浙江省,温州市,平阳县,万全镇,宋桥村
浙江省,温州市,瑞安市,东山街道,上埠村
浙江省,温州市,瑞安市,东山街道,下埠村
浙江省,温州市,瑞安市,飞云街道,横河村
浙江省,温州市,瑞安市,飞云街道,十八江村
浙江省,温州市,瑞安市,飞云街道,宋家埭村
浙江省,温州市,瑞安市,飞云街道,杏里村
浙江省,温州市,瑞安市,锦湖街道,白象村
浙江省,温州市,瑞安市,马屿镇,曹村
浙江省,温州市,瑞安市,马屿镇,九甲村
浙江省,温州市,瑞安市,南滨街道,大池头村
浙江省,温州市,瑞安市,塘下镇,鲍三村
浙江省,温州市,瑞安市,塘下镇,鲍四村
浙江省,温州市,瑞安市,塘下镇,鲍一村
浙江省,温州市,瑞安市,塘下镇,官渎村
浙江省,温州市,瑞安市,塘下镇,韩田村
浙江省,温州市,瑞安市,塘下镇,花园村
浙江省,温州市,瑞安市,塘下镇,上金村
浙江省,温州市,瑞安市,塘下镇,塘西村
浙江省,温州市,瑞安市,塘下镇,塘下村
浙江省,温州市,瑞安市,塘下镇,赵宅村
浙江省,温州市,瑞安市,陶山镇,桐浦村
浙江省,温州市,瑞安市,仙降街道,金光村
浙江省,温州市,瑞安市,仙降街道,金山村
浙江省,温州市,瑞安市,仙降街道,林光村
浙江省,温州市,瑞安市,仙降街道,四甲村
浙江省,温州市,瑞安市,仙降街道,塘里村
浙江省,温州市,瑞安市,仙降街道,翁垟村
浙江省,温州市,瑞安市,仙降街道,垟坑村
浙江省,温州市,瑞安市,仙降街道,垟头村
浙江省,温州市,瑞安市,仙降街道,涨岙村
浙江省,温州市,永嘉县,黄田街道,千石村
浙江省,温州市,永嘉县,江北街道,珠岙村
浙江省,温州市,永嘉县,桥头镇,桥头村
浙江省,温州市,永嘉县,桥下镇,埠头村
浙江省,温州市,永嘉县,桥下镇,方岙村
浙江省,温州市,永嘉县,桥下镇,六岙村
浙江省,温州市,永嘉县,桥下镇,梅岙村
浙江省,温州市,永嘉县,桥下镇,上村
浙江省,温州市,永嘉县,桥下镇,西岙村
浙江省,温州市,永嘉县,桥下镇,下斜村
浙江省,温州市,永嘉县,桥下镇,小京岙村
贵州省,贵阳市,西峰镇,西峰镇,立碑村
